CounterExamples_0,Specificity_0,PRev_0,Pos_0,VarDist_0,RuleDist_0,CounterExamples_1,Specificity_1,PRev_1,Pos_1,VarDist_1,RuleDist_1,CounterExamples_2,Specificity_2,PRev_2,Pos_2,VarDist_2,RuleDist_2,CounterExamples_3,Specificity_3,PRev_3,Pos_3,VarDist_3,RuleDist_3,CounterExamples_4,Specificity_4,PRev_4,Pos_4,VarDist_4,RuleDist_4,CounterExamples_5,Specificity_5,PRev_5,Pos_5,VarDist_5,RuleDist_5,CounterExamples_6,Specificity_6,PRev_6,Pos_6,VarDist_6,RuleDist_6,CounterExamples_7,Specificity_7,PRev_7,Pos_7,VarDist_7,RuleDist_7,CounterExamples_8,Specificity_8,PRev_8,Pos_8,VarDist_8,RuleDist_8,CounterExamples_9,Specificity_9,PRev_9,Pos_9,VarDist_9,RuleDist_9,CounterExamples_10,Specificity_10,PRev_10,Pos_10,VarDist_10,RuleDist_10,CounterExamples_11,Specificity_11,PRev_11,Pos_11,VarDist_11,RuleDist_11,CounterExamples_12,Specificity_12,PRev_12,Pos_12,VarDist_12,RuleDist_12,CounterExamples_13,Specificity_13,PRev_13,Pos_13,VarDist_13,RuleDist_13,CounterExamples_14,Specificity_14,PRev_14,Pos_14,VarDist_14,RuleDist_14,CounterExamples_15,Specificity_15,PRev_15,Pos_15,VarDist_15,RuleDist_15,CounterExamples_16,Specificity_16,PRev_16,Pos_16,VarDist_16,RuleDist_16,CounterExamples_17,Specificity_17,PRev_17,Pos_17,VarDist_17,RuleDist_17,CounterExamples_18,Specificity_18,PRev_18,Pos_18,VarDist_18,RuleDist_18,CounterExamples_19,Specificity_19,PRev_19,Pos_19,VarDist_19,RuleDist_19,
9,35.3333,-1,1,-1,43.0909,8,34.625,-1,1,-1,48.9091,8,34.625,-1,1,-1,48.9091,8,34.625,-1,1,-1,48.9091,8,34.625,-1,1,-1,48.9091,8,34.625,-1,1,-1,48.9091,8,34.625,-1,1,-1,48.9091,8,34.625,-1,1,-1,48.9091,8,34.625,-1,1,-1,48.9091,8,34.625,-1,1,-1,48.9091,8,34.625,-1,1,-1,48.9091,8,34.625,-1,1,-1,48.9091,8,34.625,-1,1,-1,48.9091,8,34.625,-1,1,-1,48.9091,8,34.625,-1,1,-1,48.9091,8,34.625,-1,1,-1,48.9091,8,34.625,-1,1,-1,48.9091,8,34.625,-1,1,-1,48.9091,8,34.625,-1,1,-1,48.9091,8,34.625,-1,1,-1,48.9091,
9,35.3333,-1,0,-1,43.0909,9,35.3333,-1,1,-1,43.0909,9,35.3333,-1,1,-1,43.0909,9,35.3333,-1,1,-1,43.0909,9,35.3333,-1,1,-1,43.0909,9,35.3333,-1,1,-1,43.0909,9,35.3333,-1,1,-1,43.0909,9,35.3333,-1,1,-1,43.0909,9,35.3333,-1,1,-1,43.0909,9,35.3333,-1,1,-1,43.0909,9,35.3333,-1,1,-1,43.0909,9,35.3333,-1,1,-1,43.0909,9,35.3333,-1,1,-1,43.0909,9,35.3333,-1,1,-1,43.0909,9,35.3333,-1,1,-1,43.0909,9,35.3333,-1,1,-1,43.0909,9,35.3333,-1,1,-1,43.0909,9,35.3333,-1,1,-1,43.0909,9,35.3333,-1,1,-1,43.0909,9,35.3333,-1,1,-1,43.0909,
9,35.3333,-1,0,-1,43.0909,10,33.4444,0.613264,1,-1,41.5455,9,35.3333,-1,0,-1,43.0909,10,33.3333,-1,1,-1,41.4545,9,35.3333,0.613264,0,-1,43.0909,9,35.3333,0.613264,0,-1,43.0909,10,32.1111,-1,1,-1,40.4545,9,35.3333,-1,0,-1,43.0909,9,35.3333,0.613264,0,-1,43.0909,9,35.3333,0.613264,0,-1,43.0909,9,35.3333,-1,0,-1,43.0909,10,33.3333,-1,1,-1,41.4545,9,35.3333,-1,0,-1,43.0909,9,35.3333,-1,0,-1,43.0909,9,35.3333,-1,0,-1,43.0909,10,33.3333,-1,1,-1,41.4545,9,35.3333,-1,0,-1,43.0909,9,35.3333,-1,0,-1,43.0909,9,35.3333,-1,0,-1,43.0909,9,35.3333,-1,0,-1,43.0909,
9,35.3333,-1,0,-1,43.0909,10,33.4444,-1,0,-1,41.5455,9,35.3333,-1,0,-1,43.0909,10,33.3333,-1,0,-1,41.4545,9,35.3333,-1,0,-1,43.0909,9,35.3333,-1,0,-1,43.0909,10,32.1111,-1,0,-1,40.4545,9,35.3333,-1,0,-1,43.0909,10,32.1111,0.585709,1,-1,40.4545,10,32.1111,0.585709,1,-1,40.4545,9,35.3333,-1,0,-1,43.0909,10,33.3333,-1,0,-1,41.4545,9,35.3333,-1,0,-1,43.0909,9,35.3333,-1,0,-1,43.0909,9,35.3333,-1,0,-1,43.0909,10,33.3333,-1,0,-1,41.4545,9,35.3333,-1,0,-1,43.0909,10,33.3333,-1,1,-1,41.4545,9,35.3333,-1,0,-1,43.0909,10,33.3333,-1,1,-1,41.4545,
10,32.1111,0.585709,1,-1,40.4545,10,33.4444,-1,0,-1,41.5455,10,33.4444,0.613264,1,-1,41.5455,10,33.3333,-1,0,-1,41.4545,9,35.3333,-1,0,-1,43.0909,9,35.3333,0.583783,0,-1,43.0909,10,32.1111,-1,0,-1,40.4545,9,35.3333,-1,0,-1,43.0909,10,32.1111,-1,0,-1,40.4545,10,32.1111,-1,0,-1,40.4545,9,35.3333,-1,0,-1,43.0909,10,33.3333,-1,0,-1,41.4545,9,35.3333,0.613264,0,-1,43.0909,9,35.3333,-1,0,-1,43.0909,9,35.3333,-1,0,-1,43.0909,10,33.3333,-1,0,-1,41.4545,10,33.4444,0.613264,1,-1,41.5455,10,33.3333,-1,0,-1,41.4545,9,35.3333,-1,0,-1,43.0909,10,33.3333,0.844647,0,-1,41.4545,
10,32.1111,0.848739,0,-1,40.4545,10,33.4444,-1,0,-1,41.5455,10,33.4444,-1,0,-1,41.5455,10,33.3333,-1,0,-1,41.4545,10,32.1111,0.585709,1,-1,40.4545,10,33.4444,-1,1,-1,41.5455,11,28.6667,-1,1,-1,38,10,33.3333,-1,1,-1,41.4545,11,28.7778,-1,1,-1,38.0909,11,29,-1,1,-1,37.9091,9,35.3333,-1,0,-1,43.0909,10,33.3333,-1,0,-1,41.4545,9,35.3333,-1,0,-1,43.0909,9,35.3333,-1,0,-1,43.0909,9,35.3333,0.613264,0,-1,43.0909,10,33.3333,0.844647,0,-1,41.4545,10,33.4444,-1,0,-1,41.5455,10,33.3333,-1,0,-1,41.4545,9,35.3333,-1,0,-1,43.0909,10,33.3333,-1,0,-1,41.4545,
11,28.7778,-1,1,-1,38.0909,10,33.4444,-1,0,-1,41.5455,10,33.4444,-1,0,-1,41.5455,10,33.3333,-1,0,-1,41.4545,10,32.1111,-1,0,-1,40.4545,10,33.4444,-1,0,-1,41.5455,11,28.6667,-1,0,-1,38,10,33.3333,-1,0,-1,41.4545,11,28.7778,-1,0,-1,38.0909,12,27,-1,1,-1,36.2727,9,35.3333,-1,0,-1,43.0909,10,33.3333,-1,0,-1,41.4545,9,35.3333,-1,0,-1,43.0909,10,33.4444,-1,1,-1,41.5455,9,35.3333,-1,0,-1,43.0909,10,33.3333,-1,0,-1,41.4545,10,33.4444,-1,0,-1,41.5455,10,33.3333,-1,0,-1,41.4545,9,35.3333,-1,0,-1,43.0909,10,33.3333,-1,0,-1,41.4545,
11,28.7778,-1,0,-1,38.0909,10,33.4444,-1,0,-1,41.5455,10,33.4444,-1,0,-1,41.5455,10,33.3333,-1,0,-1,41.4545,10,32.1111,-1,0,-1,40.4545,10,33.4444,-1,0,-1,41.5455,11,28.6667,0.848768,0,-1,38,10,33.3333,-1,0,-1,41.4545,11,28.7778,0.848739,0,-1,38.0909,12,27,-1,0,-1,36.2727,9,35.3333,-1,0,-1,43.0909,10,33.3333,-1,0,-1,41.4545,9,35.3333,-1,0,-1,43.0909,10,33.4444,-1,0,-1,41.5455,9,35.3333,0.585709,0,-1,43.0909,11,31.7778,0.583783,1,-1,40.1818,10,33.4444,-1,0,-1,41.5455,10,33.3333,-1,0,-1,41.4545,10,33.5556,-1,1,-1,41.6364,10,33.3333,-1,0,-1,41.4545,
11,28.7778,-1,0,-1,38.0909,10,33.4444,-1,0,-1,41.5455,10,33.4444,-1,0,-1,41.5455,11,33.4,-1,1,-1,34.9091,10,32.1111,-1,0,-1,40.4545,10,33.4444,-1,0,-1,41.5455,11,28.6667,-1,0,-1,38,10,33.3333,-1,0,-1,41.4545,11,28.7778,-1,0,-1,38.0909,12,27,-1,0,-1,36.2727,9,35.3333,-1,0,-1,43.0909,10,33.3333,-1,0,-1,41.4545,9,35.3333,0.583783,0,-1,43.0909,10,33.4444,-1,0,-1,41.5455,9,35.3333,-1,0,-1,43.0909,11,31.7778,-1,0,-1,40.1818,10,33.4444,-1,0,-1,41.5455,10,33.3333,-1,0,-1,41.4545,11,33.4,0.582057,1,-1,34.9091,10,33.3333,-1,0,-1,41.4545,
11,28.7778,0.866518,0,-1,38.0909,10,33.4444,-1,0,-1,41.5455,10,33.4444,-1,0,-1,41.5455,11,33.4,-1,0,-1,34.9091,10,32.1111,-1,0,-1,40.4545,10,33.4444,-1,0,-1,41.5455,11,28.6667,-1,0,-1,38,10,33.3333,-1,0,-1,41.4545,11,28.7778,0.583523,0,-1,38.0909,12,27,-1,0,-1,36.2727,9,35.3333,-1,0,-1,43.0909,10,33.3333,-1,0,-1,41.4545,9,35.3333,-1,0,-1,43.0909,10,33.4444,-1,0,-1,41.5455,9,35.3333,-1,0,-1,43.0909,11,31.7778,0.582057,0,-1,40.1818,10,33.4444,0.585709,0,-1,41.5455,10,33.3333,-1,0,-1,41.4545,11,33.4,-1,0,-1,34.9091,10,33.3333,-1,0,-1,41.4545,
11,28.7778,0.583523,0,-1,38.0909,10,33.4444,-1,0,-1,41.5455,10,33.4444,-1,0,-1,41.5455,12,33.3636,-1,1,-1,28.4545,11,30.3333,-1,1,-1,39,10,33.4444,0.582057,0,-1,41.5455,11,28.6667,-1,0,-1,38,10,33.3333,-1,0,-1,41.4545,11,28.7778,-1,0,-1,38.0909,12,27,0.830502,0,-1,36.2727,9,35.3333,-1,0,-1,43.0909,11,30.2222,0.585709,1,-1,38.9091,9,35.3333,-1,0,-1,43.0909,10,33.4444,-1,0,-1,41.5455,9,35.3333,-1,0,-1,43.0909,11,31.7778,-1,0,-1,40.1818,10,33.4444,-1,0,-1,41.5455,10,33.3333,-1,0,-1,41.4545,11,33.4,-1,0,-1,34.9091,10,33.3333,-1,0,-1,41.4545,
11,28.7778,-1,0,-1,38.0909,10,33.4444,-1,0,-1,41.5455,10,33.4444,-1,0,-1,41.5455,12,33.3636,-1,0,-1,28.4545,11,30.3333,-1,0,-1,39,10,33.4444,-1,0,-1,41.5455,12,26.7778,-1,1,-1,36.4545,10,33.3333,-1,0,-1,41.4545,11,28.7778,-1,0,-1,38.0909,12,27,-1,0,-1,36.2727,9,35.3333,-1,0,-1,43.0909,11,30.2222,-1,0,-1,38.9091,10,33.4444,-1,1,-1,41.5455,10,33.4444,-1,0,-1,41.5455,10,33.4444,-1,1,-1,41.5455,11,31.7778,-1,0,-1,40.1818,10,33.4444,0.582057,0,-1,41.5455,10,33.3333,-1,0,-1,41.4545,11,33.4,-1,0,-1,34.9091,10,33.3333,-1,0,-1,41.4545,
11,28.7778,-1,0,-1,38.0909,10,33.4444,0.585709,0,-1,41.5455,10,33.4444,-1,0,-1,41.5455,12,33.3636,-1,0,-1,28.4545,11,30.3333,-1,0,-1,39,10,33.4444,-1,0,-1,41.5455,12,26.7778,-1,0,-1,36.4545,11,33.2222,-1,1,-1,41.3636,11,28.7778,0.689833,0,-1,38.0909,12,27,-1,0,-1,36.2727,10,33.4444,-1,1,-1,41.5455,11,30.2222,-1,0,-1,38.9091,10,33.4444,-1,0,-1,41.5455,10,33.4444,-1,0,-1,41.5455,11,31.7778,0.583783,1,-1,40.1818,11,31.7778,-1,0,-1,40.1818,10,33.4444,-1,0,-1,41.5455,10,33.3333,-1,0,-1,41.4545,11,33.4,0.581172,0,-1,34.9091,10,33.3333,-1,0,-1,41.4545,
12,27,-1,1,-1,36.6364,10,33.4444,-1,0,-1,41.5455,10,33.4444,-1,0,-1,41.5455,12,33.3636,-1,0,-1,28.4545,12,27.2222,-1,1,-1,36.4545,10,33.4444,0.581259,0,-1,41.5455,12,26.7778,-1,0,-1,36.4545,11,33.2222,-1,0,-1,41.3636,11,28.7778,-1,0,-1,38.0909,13,25.4444,0.583696,1,-1,35,10,33.4444,-1,0,-1,41.5455,11,30.2222,-1,0,-1,38.9091,10,33.4444,-1,0,-1,41.5455,10,33.4444,0.585709,0,-1,41.5455,11,31.7778,0.850222,0,-1,40.1818,11,31.7778,-1,0,-1,40.1818,10,33.4444,-1,0,-1,41.5455,11,33.2222,-1,1,-1,41.3636,12,33.3,0.852274,1,-1,34.8182,10,33.3333,-1,0,-1,41.4545,
12,27,-1,0,-1,36.6364,11,31.7778,0.583783,1,-1,40.1818,10,33.4444,-1,0,-1,41.5455,12,33.3636,0.701075,0,-1,28.4545,12,27.2222,-1,0,-1,36.4545,11,31.6667,-1,1,-1,40.0909,12,26.7778,-1,0,-1,36.4545,11,33.2222,-1,0,-1,41.3636,12,25.2222,-1,1,-1,35.1818,14,25.3333,0.829535,1,-1,34.9091,10,33.4444,-1,0,-1,41.5455,11,30.2222,-1,0,-1,38.9091,10,33.4444,-1,0,-1,41.5455,10,33.4444,-1,0,-1,41.5455,11,31.7778,-1,0,-1,40.1818,12,31.5556,-1,1,-1,40,11,33.3333,-1,1,-1,41.4545,11,33.2222,-1,0,-1,41.3636,12,33.3,-1,0,-1,34.8182,10,33.3333,-1,0,-1,41.4545,
12,27,-1,0,-1,36.6364,11,31.7778,-1,0,-1,40.1818,10,33.4444,-1,0,-1,41.5455,12,33.3636,-1,0,-1,28.4545,12,27.2222,-1,0,-1,36.4545,11,31.6667,-1,0,-1,40.0909,12,26.7778,-1,0,-1,36.4545,11,33.2222,-1,0,-1,41.3636,12,25.2222,0.564945,0,-1,35.1818,14,25.3333,-1,0,-1,34.9091,10,33.4444,-1,0,-1,41.5455,11,30.2222,0.838213,0,-1,38.9091,10,33.4444,-1,0,-1,41.5455,11,31.7778,0.583783,1,-1,40.1818,11,31.7778,0.918148,0,-1,40.1818,13,31.5556,0.913986,1,-1,40,11,33.3333,0.572795,0,-1,41.4545,11,33.2222,-1,0,-1,41.3636,13,31.5,-1,1,-1,33.1818,11,30.2222,0.585709,1,-1,38.9091,
12,27,-1,0,-1,36.6364,11,31.7778,-1,0,-1,40.1818,10,33.4444,-1,0,-1,41.5455,12,33.3636,0.623223,0,-1,28.4545,12,27.2222,-1,0,-1,36.4545,11,31.6667,-1,0,-1,40.0909,12,26.7778,-1,0,-1,36.4545,11,33.2222,-1,0,-1,41.3636,12,25.2222,-1,0,-1,35.1818,14,25.3333,-1,0,-1,34.9091,10,33.4444,-1,0,-1,41.5455,11,30.2222,-1,0,-1,38.9091,10,33.4444,-1,0,-1,41.5455,11,31.7778,-1,0,-1,40.1818,11,31.7778,-1,0,-1,40.1818,13,31.5556,0.92236,0,-1,40,11,33.3333,0.53731,0,-1,41.4545,12,30.1111,-1,1,-1,38.8182,13,31.5,-1,0,-1,33.1818,11,30.2222,-1,0,-1,38.9091,
13,27,0.635233,1,-1,36.6364,12,31.6667,-1,1,-1,40.0909,10,33.4444,-1,0,-1,41.5455,12,33.3636,-1,0,-1,28.4545,12,27.2222,-1,0,-1,36.4545,11,31.6667,-1,0,-1,40.0909,12,26.7778,-1,0,-1,36.4545,11,33.2222,-1,0,-1,41.3636,12,25.2222,0.858878,0,-1,35.1818,14,25.3333,-1,0,-1,34.9091,10,33.4444,-1,0,-1,41.5455,11,30.2222,-1,0,-1,38.9091,10,33.4444,-1,0,-1,41.5455,11,31.7778,-1,0,-1,40.1818,11,31.7778,-1,0,-1,40.1818,13,31.5556,0.925258,0,-1,40,11,33.3333,-1,0,-1,41.4545,13,30.1111,-1,1,-1,38.8182,13,31.5,-1,0,-1,33.1818,11,30.2222,-1,0,-1,38.9091,
14,27,0.804548,1,-1,36.6364,12,31.6667,-1,0,-1,40.0909,11,31.7778,0.583783,1,-1,40.1818,12,33.3636,-1,0,-1,28.4545,12,27.2222,-1,0,-1,36.4545,11,31.6667,-1,0,-1,40.0909,12,26.7778,-1,0,-1,36.4545,11,33.2222,-1,0,-1,41.3636,13,21.5556,0.53707,1,-1,32.1818,14,25.3333,-1,0,-1,34.9091,10,33.4444,-1,0,-1,41.5455,11,30.2222,-1,0,-1,38.9091,10,33.4444,-1,0,-1,41.5455,11,31.7778,0.850216,0,-1,40.1818,12,28.3333,-1,1,-1,37.3636,13,31.5556,-1,0,-1,40,11,33.3333,-1,0,-1,41.4545,14,28.5556,0.583523,1,-1,37.5455,13,31.5,-1,0,-1,33.1818,11,30.2222,-1,0,-1,38.9091,
14,27,-1,0,-1,36.6364,12,31.6667,-1,0,-1,40.0909,11,31.7778,-1,0,-1,40.1818,12,33.3636,-1,0,-1,28.4545,12,27.2222,-1,0,-1,36.4545,11,31.6667,0.575904,0,-1,40.0909,12,26.7778,-1,0,-1,36.4545,11,33.2222,-1,0,-1,41.3636,13,21.5556,0.850777,0,-1,32.1818,14,25.3333,-1,0,-1,34.9091,10,33.4444,-1,0,-1,41.5455,11,30.2222,-1,0,-1,38.9091,10,33.4444,0.581259,0,-1,41.5455,11,31.7778,-1,0,-1,40.1818,12,28.3333,-1,0,-1,37.3636,13,31.5556,-1,0,-1,40,11,33.3333,-1,0,-1,41.4545,15,28.4444,0.829682,1,-1,37.4545,13,31.5,-1,0,-1,33.1818,11,30.2222,-1,0,-1,38.9091,
14,27,-1,0,-1,36.6364,12,31.6667,-1,0,-1,40.0909,11,31.7778,0.850216,0,-1,40.1818,12,33.3636,-1,0,-1,28.4545,12,27.2222,-1,0,-1,36.4545,11,31.6667,-1,0,-1,40.0909,12,26.7778,-1,0,-1,36.4545,11,33.2222,-1,0,-1,41.3636,13,21.5556,-1,0,-1,32.1818,14,25.3333,-1,0,-1,34.9091,10,33.4444,-1,0,-1,41.5455,12,30.1111,-1,1,-1,38.8182,10,33.4444,0.575904,0,-1,41.5455,12,31.6667,-1,1,-1,40.0909,12,28.3333,-1,0,-1,37.3636,14,31.5556,0.925316,1,-1,40,11,33.3333,-1,0,-1,41.4545,15,28.4444,-1,0,-1,37.4545,13,31.5,-1,0,-1,33.1818,11,30.2222,-1,0,-1,38.9091,
